"LAST_DAY","DESCRIPTION","Period","Period (Proper)","FISCAL_YEAR","FISCAL_QTR","FISCAL_MONTH","FISCAL_WEEK","WEEK_DAY","FISCAL_MONTH_NO","TOTAL_WKS_IN_FIS_MTH","FISCAL_WK_IN_MTH_NO","CAL_YEAR","CAL_QTR","WORK_DAY_FLAG"
"2021-01-26","1/26/2021",FY21 09 JAN,FY21 09 Jan,FY2021,Q3,JAN,WK40,Tu,9,4,4,CY2021,Q1,Y
"2021-01-27","1/27/2021",FY21 09 JAN,FY21 09 Jan,FY2021,Q3,JAN,WK40,We,9,4,4,CY2021,Q1,Y
"2021-01-28","1/28/2021",FY21 09 JAN,FY21 09 Jan,FY2021,Q3,JAN,WK40,Th,9,4,4,CY2021,Q1,Y
"2021-01-29","1/29/2021",FY21 09 JAN,FY21 09 Jan,FY2021,Q3,JAN,WK40,Fr,9,4,4,CY2021,Q1,Y
"2021-01-30","1/30/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK41,Sa,10,4,1,CY2021,Q1,N
"2021-01-31","1/31/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK41,Su,10,4,1,CY2021,Q1,N
"2021-02-01","2/1/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK41,Mo,10,4,1,CY2021,Q1,Y
"2021-02-02","2/2/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK41,Tu,10,4,1,CY2021,Q1,Y
"2021-02-03","2/3/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK41,We,10,4,1,CY2021,Q1,Y
"2021-02-04","2/4/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK41,Th,10,4,1,CY2021,Q1,Y
"2021-02-05","2/5/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK41,Fr,10,4,1,CY2021,Q1,Y
"2021-02-06","2/6/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK42,Sa,10,4,2,CY2021,Q1,N
"2021-02-07","2/7/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK42,Su,10,4,2,CY2021,Q1,N
"2021-02-08","2/8/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK42,Mo,10,4,2,CY2021,Q1,Y
"2021-02-09","2/9/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK42,Tu,10,4,2,CY2021,Q1,Y
"2021-02-10","2/10/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK42,We,10,4,2,CY2021,Q1,Y
"2021-02-11","2/11/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK42,Th,10,4,2,CY2021,Q1,Y
"2021-02-12","2/12/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK42,Fr,10,4,2,CY2021,Q1,Y
"2021-02-13","2/13/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK43,Sa,10,4,3,CY2021,Q1,N
"2021-02-14","2/14/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK43,Su,10,4,3,CY2021,Q1,N
"2021-02-15","2/15/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK43,Mo,10,4,3,CY2021,Q1,Y
"2021-02-16","2/16/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK43,Tu,10,4,3,CY2021,Q1,Y
"2021-02-17","2/17/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK43,We,10,4,3,CY2021,Q1,Y
"2021-02-18","2/18/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK43,Th,10,4,3,CY2021,Q1,Y
"2021-02-19","2/19/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK43,Fr,10,4,3,CY2021,Q1,Y
"2021-02-20","2/20/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK44,Sa,10,4,4,CY2021,Q1,N
"2021-02-21","2/21/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK44,Su,10,4,4,CY2021,Q1,N
"2021-02-22","2/22/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK44,Mo,10,4,4,CY2021,Q1,Y
"2021-02-23","2/23/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK44,Tu,10,4,4,CY2021,Q1,Y
"2021-02-24","2/24/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK44,We,10,4,4,CY2021,Q1,Y
"2021-02-25","2/25/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK44,Th,10,4,4,CY2021,Q1,Y
"2021-02-26","2/26/2021",FY21 10 FEB,FY21 10 Feb,FY2021,Q4,FEB,WK44,Fr,10,4,4,CY2021,Q1,Y
"2021-02-27","2/27/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK45,Sa,11,5,1,CY2021,Q1,N
"2021-02-28","2/28/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK45,Su,11,5,1,CY2021,Q1,N
"2021-03-01","3/1/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK45,Mo,11,5,1,CY2021,Q1,Y
"2021-03-02","3/2/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK45,Tu,11,5,1,CY2021,Q1,Y
"2021-03-03","3/3/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK45,We,11,5,1,CY2021,Q1,Y
"2021-03-04","3/4/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK45,Th,11,5,1,CY2021,Q1,Y
"2021-03-05","3/5/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK45,Fr,11,5,1,CY2021,Q1,Y
"2021-03-06","3/6/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK46,Sa,11,5,2,CY2021,Q1,N
"2021-03-07","3/7/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK46,Su,11,5,2,CY2021,Q1,N
"2021-03-08","3/8/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK46,Mo,11,5,2,CY2021,Q1,Y
"2021-03-09","3/9/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK46,Tu,11,5,2,CY2021,Q1,Y
"2021-03-10","3/10/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK46,We,11,5,2,CY2021,Q1,Y
"2021-03-11","3/11/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK46,Th,11,5,2,CY2021,Q1,Y
"2021-03-12","3/12/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK46,Fr,11,5,2,CY2021,Q1,Y
"2021-03-13","3/13/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK47,Sa,11,5,3,CY2021,Q1,N
"2021-03-14","3/14/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK47,Su,11,5,3,CY2021,Q1,N
"2021-03-15","3/15/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK47,Mo,11,5,3,CY2021,Q1,Y
"2021-03-16","3/16/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK47,Tu,11,5,3,CY2021,Q1,Y
"2021-03-17","3/17/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK47,We,11,5,3,CY2021,Q1,Y
"2021-03-18","3/18/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK47,Th,11,5,3,CY2021,Q1,Y
"2021-03-19","3/19/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK47,Fr,11,5,3,CY2021,Q1,Y
"2021-03-20","3/20/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK48,Sa,11,5,4,CY2021,Q1,N
"2021-03-21","3/21/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK48,Su,11,5,4,CY2021,Q1,N
"2021-03-22","3/22/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK48,Mo,11,5,4,CY2021,Q1,Y
"2021-03-23","3/23/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK48,Tu,11,5,4,CY2021,Q1,Y
"2021-03-24","3/24/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK48,We,11,5,4,CY2021,Q1,Y
"2021-03-25","3/25/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK48,Th,11,5,4,CY2021,Q1,Y
"2021-03-26","3/26/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK48,Fr,11,5,4,CY2021,Q1,Y
"2021-03-27","3/27/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK49,Sa,11,5,5,CY2021,Q1,N
"2021-03-28","3/28/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK49,Su,11,5,5,CY2021,Q1,N
"2021-03-29","3/29/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK49,Mo,11,5,5,CY2021,Q1,Y
"2021-03-30","3/30/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK49,Tu,11,5,5,CY2021,Q1,Y
"2021-03-31","3/31/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK49,We,11,5,5,CY2021,Q1,Y
"2021-04-01","4/1/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK49,Th,11,5,5,CY2021,Q2,Y
"2021-04-02","4/2/2021",FY21 11 MAR,FY21 11 Mar,FY2021,Q4,MAR,WK49,Fr,11,5,5,CY2021,Q2,Y
"2021-04-03","4/3/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK50,Sa,12,4,1,CY2021,Q2,N
"2021-04-04","4/4/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK50,Su,12,4,1,CY2021,Q2,N
"2021-04-05","4/5/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK50,Mo,12,4,1,CY2021,Q2,Y
"2021-04-06","4/6/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK50,Tu,12,4,1,CY2021,Q2,Y
"2021-04-07","4/7/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK50,We,12,4,1,CY2021,Q2,Y
"2021-04-08","4/8/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK50,Th,12,4,1,CY2021,Q2,Y
"2021-04-09","4/9/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK50,Fr,12,4,1,CY2021,Q2,Y
"2021-04-10","4/10/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK51,Sa,12,4,2,CY2021,Q2,N
"2021-04-11","4/11/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK51,Su,12,4,2,CY2021,Q2,N
"2021-04-12","4/12/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK51,Mo,12,4,2,CY2021,Q2,Y
"2021-04-13","4/13/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK51,Tu,12,4,2,CY2021,Q2,Y
"2021-04-14","4/14/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK51,We,12,4,2,CY2021,Q2,Y
"2021-04-15","4/15/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK51,Th,12,4,2,CY2021,Q2,Y
"2021-04-16","4/16/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK51,Fr,12,4,2,CY2021,Q2,Y
"2021-04-17","4/17/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK52,Sa,12,4,3,CY2021,Q2,N
"2021-04-18","4/18/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK52,Su,12,4,3,CY2021,Q2,N
"2021-04-19","4/19/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK52,Mo,12,4,3,CY2021,Q2,Y
"2021-04-20","4/20/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK52,Tu,12,4,3,CY2021,Q2,Y
"2021-04-21","4/21/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK52,We,12,4,3,CY2021,Q2,Y
"2021-04-22","4/22/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK52,Th,12,4,3,CY2021,Q2,Y
"2021-04-23","4/23/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK52,Fr,12,4,3,CY2021,Q2,Y
"2021-04-24","4/24/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK53,Sa,12,4,4,CY2021,Q2,N
"2021-04-25","4/25/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK53,Su,12,4,4,CY2021,Q2,N
"2021-04-26","4/26/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK53,Mo,12,4,4,CY2021,Q2,Y
"2021-04-27","4/27/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK53,Tu,12,4,4,CY2021,Q2,Y
"2021-04-28","4/28/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK53,We,12,4,4,CY2021,Q2,Y
"2021-04-29","4/29/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK53,Th,12,4,4,CY2021,Q2,Y
"2021-04-30","4/30/2021",FY21 12 APR,FY21 12 Apr,FY2021,Q4,APR,WK53,Fr,12,4,4,CY2021,Q2,Y
"2021-05-01","5/1/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK01,Sa,1,4,1,CY2021,Q2,N
"2021-05-02","5/2/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK01,Su,1,4,1,CY2021,Q2,N
"2021-05-03","5/3/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK01,Mo,1,4,1,CY2021,Q2,Y
"2021-05-04","5/4/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK01,Tu,1,4,1,CY2021,Q2,Y
"2021-05-05","5/5/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK01,We,1,4,1,CY2021,Q2,Y
"2021-05-06","5/6/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK01,Th,1,4,1,CY2021,Q2,Y
"2021-05-07","5/7/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK01,Fr,1,4,1,CY2021,Q2,Y
"2021-05-08","5/8/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK02,Sa,1,4,2,CY2021,Q2,N
"2021-05-09","5/9/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK02,Su,1,4,2,CY2021,Q2,N
"2021-05-10","5/10/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK02,Mo,1,4,2,CY2021,Q2,Y
"2021-05-11","5/11/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK02,Tu,1,4,2,CY2021,Q2,Y
"2021-05-12","5/12/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK02,We,1,4,2,CY2021,Q2,Y
"2021-05-13","5/13/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK02,Th,1,4,2,CY2021,Q2,Y
"2021-05-14","5/14/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK02,Fr,1,4,2,CY2021,Q2,Y
"2021-05-15","5/15/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK03,Sa,1,4,3,CY2021,Q2,N
"2021-05-16","5/16/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK03,Su,1,4,3,CY2021,Q2,N
"2021-05-17","5/17/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK03,Mo,1,4,3,CY2021,Q2,Y
"2021-05-18","5/18/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK03,Tu,1,4,3,CY2021,Q2,Y
"2021-05-19","5/19/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK03,We,1,4,3,CY2021,Q2,Y
"2021-05-20","5/20/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK03,Th,1,4,3,CY2021,Q2,Y
"2021-05-21","5/21/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK03,Fr,1,4,3,CY2021,Q2,Y
"2021-05-22","5/22/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK04,Sa,1,4,4,CY2021,Q2,N
"2021-05-23","5/23/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK04,Su,1,4,4,CY2021,Q2,N
"2021-05-24","5/24/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK04,Mo,1,4,4,CY2021,Q2,Y
"2021-05-25","5/25/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK04,Tu,1,4,4,CY2021,Q2,Y
"2021-05-26","5/26/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK04,We,1,4,4,CY2021,Q2,Y
"2021-05-27","5/27/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK04,Th,1,4,4,CY2021,Q2,Y
"2021-05-28","5/28/2021",FY22 01 MAY,FY22 01 May,FY2022,Q1,MAY,WK04,Fr,1,4,4,CY2021,Q2,Y
"2021-05-29","5/29/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK05,Sa,2,5,1,CY2021,Q2,N
"2021-05-30","5/30/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK05,Su,2,5,1,CY2021,Q2,N
"2021-05-31","5/31/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK05,Mo,2,5,1,CY2021,Q2,Y
"2021-06-01","6/1/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK05,Tu,2,5,1,CY2021,Q2,Y
"2021-06-02","6/2/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK05,We,2,5,1,CY2021,Q2,Y
"2021-06-03","6/3/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK05,Th,2,5,1,CY2021,Q2,Y
"2021-06-04","6/4/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK05,Fr,2,5,1,CY2021,Q2,Y
"2021-06-05","6/5/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK06,Sa,2,5,2,CY2021,Q2,N
"2021-06-06","6/6/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK06,Su,2,5,2,CY2021,Q2,N
"2021-06-07","6/7/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK06,Mo,2,5,2,CY2021,Q2,Y
"2021-06-08","6/8/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK06,Tu,2,5,2,CY2021,Q2,Y
"2021-06-09","6/9/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK06,We,2,5,2,CY2021,Q2,Y
"2021-06-10","6/10/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK06,Th,2,5,2,CY2021,Q2,Y
"2021-06-11","6/11/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK06,Fr,2,5,2,CY2021,Q2,Y
"2021-06-12","6/12/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK07,Sa,2,5,3,CY2021,Q2,N
"2021-06-13","6/13/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK07,Su,2,5,3,CY2021,Q2,N
"2021-06-14","6/14/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK07,Mo,2,5,3,CY2021,Q2,Y
"2021-06-15","6/15/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK07,Tu,2,5,3,CY2021,Q2,Y
"2021-06-16","6/16/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK07,We,2,5,3,CY2021,Q2,Y
"2021-06-17","6/17/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK07,Th,2,5,3,CY2021,Q2,Y
"2021-06-18","6/18/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK07,Fr,2,5,3,CY2021,Q2,Y
"2021-06-19","6/19/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK08,Sa,2,5,4,CY2021,Q2,N
"2021-06-20","6/20/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK08,Su,2,5,4,CY2021,Q2,N
"2021-06-21","6/21/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK08,Mo,2,5,4,CY2021,Q2,Y
"2021-06-22","6/22/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK08,Tu,2,5,4,CY2021,Q2,Y
"2021-06-23","6/23/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK08,We,2,5,4,CY2021,Q2,Y
"2021-06-24","6/24/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK08,Th,2,5,4,CY2021,Q2,Y
"2021-06-25","6/25/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK08,Fr,2,5,4,CY2021,Q2,Y
"2021-06-26","6/26/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK09,Sa,2,5,5,CY2021,Q2,N
"2021-06-27","6/27/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK09,Su,2,5,5,CY2021,Q2,N
"2021-06-28","6/28/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK09,Mo,2,5,5,CY2021,Q2,Y
"2021-06-29","6/29/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK09,Tu,2,5,5,CY2021,Q2,Y
"2021-06-30","6/30/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK09,We,2,5,5,CY2021,Q2,Y
"2021-07-01","7/1/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK09,Th,2,5,5,CY2021,Q3,Y
"2021-07-02","7/2/2021",FY22 02 JUN,FY22 02 Jun,FY2022,Q1,JUN,WK09,Fr,2,5,5,CY2021,Q3,Y
"2021-07-03","7/3/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK10,Sa,3,4,1,CY2021,Q3,N
"2021-07-04","7/4/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK10,Su,3,4,1,CY2021,Q3,N
"2021-07-05","7/5/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK10,Mo,3,4,1,CY2021,Q3,Y
"2021-07-06","7/6/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK10,Tu,3,4,1,CY2021,Q3,Y
"2021-07-07","7/7/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK10,We,3,4,1,CY2021,Q3,Y
"2021-07-08","7/8/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK10,Th,3,4,1,CY2021,Q3,Y
"2021-07-09","7/9/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK10,Fr,3,4,1,CY2021,Q3,Y
"2021-07-10","7/10/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK11,Sa,3,4,2,CY2021,Q3,N
"2021-07-11","7/11/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK11,Su,3,4,2,CY2021,Q3,N
"2021-07-12","7/12/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK11,Mo,3,4,2,CY2021,Q3,Y
"2021-07-13","7/13/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK11,Tu,3,4,2,CY2021,Q3,Y
"2021-07-14","7/14/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK11,We,3,4,2,CY2021,Q3,Y
"2021-07-15","7/15/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK11,Th,3,4,2,CY2021,Q3,Y
"2021-07-16","7/16/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK11,Fr,3,4,2,CY2021,Q3,Y
"2021-07-17","7/17/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK12,Sa,3,4,3,CY2021,Q3,N
"2021-07-18","7/18/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK12,Su,3,4,3,CY2021,Q3,N
"2021-07-19","7/19/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK12,Mo,3,4,3,CY2021,Q3,Y
"2021-07-20","7/20/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK12,Tu,3,4,3,CY2021,Q3,Y
"2021-07-21","7/21/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK12,We,3,4,3,CY2021,Q3,Y
"2021-07-22","7/22/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK12,Th,3,4,3,CY2021,Q3,Y
"2021-07-23","7/23/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK12,Fr,3,4,3,CY2021,Q3,Y
"2021-07-24","7/24/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK13,Sa,3,4,4,CY2021,Q3,N
"2021-07-25","7/25/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK13,Su,3,4,4,CY2021,Q3,N
"2021-07-26","7/26/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK13,Mo,3,4,4,CY2021,Q3,Y
"2021-07-27","7/27/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK13,Tu,3,4,4,CY2021,Q3,Y
"2021-07-28","7/28/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK13,We,3,4,4,CY2021,Q3,Y
"2021-07-29","7/29/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK13,Th,3,4,4,CY2021,Q3,Y
"2021-07-30","7/30/2021",FY22 03 JUL,FY22 03 Jul,FY2022,Q1,JUL,WK13,Fr,3,4,4,CY2021,Q3,Y
"2021-07-31","7/31/2021",FY22 04 AUG,FY22 04 Aug,FY2022,Q2,AUG,WK14,Sa,4,4,1,CY2021,Q3,N
"2021-08-01","8/1/2021",FY22 04 AUG,FY22 04 Aug,FY2022,Q2,AUG,WK14,Su,4,4,1,CY2021,Q3,N
"2021-08-02","8/2/2021",FY22 04 AUG,FY22 04 Aug,FY2022,Q2,AUG,WK14,Mo,4,4,1,CY2021,Q3,Y
"2021-08-03","8/3/2021",FY22 04 AUG,FY22 04 Aug,FY2022,Q2,AUG,WK14,Tu,4,4,1,CY2021,Q3,Y
